,Review_text,Noun_Phrases
263,Best phone i have ever bought.. awesome,['i']
264,Everything perfect,['Everything']
265,Touch and face id don't respond many times .even touch is not that responsive . Apps can hang .,"['Touch', 'face', 'i', 'touch', 'Apps']"
266,Good,[]
267,"Amazing phone, one of the best I had since using smartphones. Battery backup isn't that great though which needs improvement....","['Amazing phone', 'I', 'smartphones', 'Battery backup', 'improvement']"
268,It was a awsome phone. Display quality Class.,"['It', 'a awsome phone', 'Display quality Class']"
269,"the product is under 1 year warranty ,need to change  as damaged,kindly do the needful","['the product', 'under 1 year warranty']"
270,Very good product,['Very good product']
271,awesome,[]
272,Paisa wasool,['Paisa wasool']
273,Best mobile,['Best mobile']
274,I want to return this phone because it is not working please contact me,"['I', 'this phone', 'it', 'me']"
275,Nice,[]
276,Oneplus 6 is good smartphone with a few drawbacks. Display isn't that great compared to the Oneplus 3 and battery life is mediocre,"['Oneplus', 'good smartphone', 'a few drawbacks', 'Display', 'the Oneplus 3 and battery life']"
277,I like safety quality of product picture quality is best sound quality also,"['I', 'safety quality', 'product picture quality', 'best sound quality']"
278,Super,[]
279,Amazing speed amazing camera and superb feature everything is best with one plus,"['Amazing speed', 'amazing camera', 'superb feature', 'everything']"
280,It's a great phone,"['It', 'a great phone']"
281,Quality is good even after I had used this mobile for last 3 month there is no problem packaging is good and overall rating for the Mobile is 4.5/5,"['Quality', 'I', 'this mobile', 'last 3 month', 'no problem packaging', 'good and overall rating', 'the Mobile']"
282,NYC look battery life is good and picture quality is too good,"['NYC', 'battery life', 'picture quality']"
283,Good,[]
284,Good phone at good price,"['Good phone', 'good price']"
285,Everything great about the phone,"['Everything', 'the phone']"
286,"The picture quality is extremely good and sound quality is super, battery life is good with 3300mah and fine, the overall performance is mind blowing","['The picture quality', 'sound quality', 'battery life', 'the overall performance', 'mind']"
287,Superb smartphone,['Superb smartphone']
288,Back glass broke  after fall on carpet from coffee table just 1and 1/2 feet hieght very low quality back glass,"['Back glass', 'fall', 'carpet', 'coffee table', 'very low quality back glass']"
289,I like picture quality and photos.,"['I', 'picture quality', 'photos']"
290,Best Mobile ever I used,"['Best Mobile', 'I']"
291,"I am not happy with its battery life, Asus had given me better results in battery life. Picture quality is good but not as they advertise on instagram.","['I', 'its battery life', 'Asus', 'me', 'better results', 'battery life', 'Picture quality', 'they', 'instagram']"
292,"I am loving one plus 6 mobile .. Guys go head and purchase one plus mobile... The speed , picture quality and 4k video recording is awesome ...","['I', 'one plus 6 mobile', 'Guys', 'head', 'mobile', 'The speed', 'picture quality', 'video recording']"
293,Amazing,[]
294,All good,[]
295,"Bought this for my friend a while back for about 35k (on offer)
Pros
Best phone for gaming, pubg runs as smooth as it can get.
Excellent for photography, low light performance is awesome.
No such thing as lag or hang
Good sound quality
Feels good in hand
Excellent 4k video .
Black colour is just awesome.
I was confused between the poco f1 and the 1 plus 6, and ended up buying one plus after lot of research.
(No regrets)
The 4k video mode is just perfect
Slow motion mode is decent.
Summary
Best phone if u are a hardcore gamer and a photography lover.","['my friend', 'about 35k', 'offer', 'Pros', 'Best phone', 'gaming', 'pubg', 'it', 'photography', 'low light performance', 'No such thing', 'Good sound quality', 'hand', 'Excellent 4k video', 'Black colour', 'I', 'the poco f1', 'lot', 'research', '(No regrets', 'The 4k video mode', 'Slow motion mode', 'Summary', 'Best phone', 'u', 'a hardcore gamer', 'a photography lover']"
296,Best,[]
297,"Bought it for 30k, in this price best phone","['it', 'this price', 'best phone']"
298,Best on market. Better than OnePlus 6T.,['market']
299,I forgot my DSLR,"['I', 'my DSLR']"
300,Best phone ever. Great picture quality and battery life. Could do better in sound.,"['Best phone', 'Great picture quality', 'battery life', 'sound']"
301,Excellent in all respects ....,['all respects']
302,Awesome,[]
303,This thing just happened last month. My phone fell down flat from a height of around 4 foot on floor and the display got cracked and it costed me 8K for the repair as it was a physical damage which doesn't count in the warranty. The saddest part was the tempered glass fixed on the screen was all safe but the original screen got damaged. Gorilla glass ? Really ?,"['This thing', 'My phone', 'a height', 'around 4 foot', 'floor', 'the display', 'it', 'me', '8K', 'the repair', 'it', 'a physical damage', 'the warranty', 'The saddest part', 'the tempered glass', 'the screen', 'the original screen', 'Gorilla glass']"
304,Best mobile,['Best mobile']
305,No comment,['No comment']
306,I loved one plus 6.,['I']
307,The best phone I ever had...,"['The best phone', 'I']"
308,look like Original Condition,['Original Condition']
309,So nice,[]
310,"Pros::
* Performance
* Camera
* Display Quality
* Build Quality
* Charging Speed
Cons::
* Battery Draining","['Pros', '* Performance', '* Camera', '* Display', 'Quality', '* Build', 'Quality', '* Charging', 'Speed', 'Cons', 'Battery Draining']"
311,As we all knows the product is awesome,"['we', 'the product']"
312,Best in updates android pie update was withon the month of launch.,"['updates', 'android pie update', 'launch']"
313,Good,[]
314,Amazing phone,['Amazing phone']
315,👍🏻👍👍🏻,[]
316,Flagship Device,['Flagship Device']
317,"One of the top end mobile specs in the market for good price.
Using for last 6 months, didn't see any issues","['the top end mobile specs', 'the market', 'good price', 'last 6 months', 'any issues']"
318,Not bad,[]
319,Amazing phone in this budget,"['Amazing phone', 'this budget']"
320,I bought one plus 6. 8gb ram 256 gb storage for 39000 at one plus authorized store in Hyderabad a week ago I have bought it. But online the price is high,"['I', '256 gb storage', 'authorized store', 'Hyderabad', 'I', 'it', 'the price']"
321,Excellent,[]
322,"Pros
1. Exteremley fast user interface and navigation. No hanging, heating up while using multiple apps.
2. Quick updates from OnePlus. (Pie, Security patches etc)
3. Camera very good. However for night photos one might want to use Google Camera app with Nightsight. Video recording is decent as well in bright light.
4. All heavy games such as Pubg, Asphalt 9 run in high resolution.
5. Sound quality is good but struggles a bit for loudness especially if you have high impedance Earphones.
Cons:
1. No memory card slot
2. No stereo speakers
3. No IP certified for water resistance
4. Battery life is ok. Though charging is fast.
Overall its an excellent phone 4.5/5","['Pros', 'Exteremley fast user interface', 'navigation', 'No hanging', 'multiple apps', 'Quick updates', 'OnePlus', '(Pie, Security', 'Camera', 'night', 'photos', 'one', 'Google Camera', 'app', 'Nightsight', 'Video recording', 'bright light', 'All heavy games', 'Pubg', 'Asphalt', 'high resolution', 'Sound quality', 'loudness', 'you', 'high impedance Earphones', 'Cons', 'No memory card slot', 'No stereo speakers', 'No IP', 'water resistance', 'Battery life']"
323,Great,[]
324,Awesome,[]
325,good product,['good product']
326,oNE IN wOrLD!~,['wOrLD!~']
327,Superb performance and never dissapointed. Only thing is oneplua should give time to people to get newer models. 6 and 6T withing 6 months.,"['Superb performance', 'Only thing', 'oneplua', 'time', 'people', 'newer models', '6 and 6T']"
328,"No complaints, superb phone to own!",['superb phone']
329,full paisa wasool,['full paisa wasool']
330,I got this prodyct for arount 27k for that price is is a steal.But for few generations oneplus is charging premium and don't offer that kind of features so oneplus plz change urself othervise competetition will kill you,"['I', 'this prodyct', 'arount 27k', 'that price', 'a steal', 'few generations oneplus', 'premium', 'that kind', 'features', 'urself othervise competetition', 'you']"
331,A one plus product says it all. No need for further reviews.,"['A one plus product', 'it', 'No need', 'further reviews']"
332,Bestest product i got ever,"['Bestest product', 'i']"
333,"Awesome speed, You can install whatever you want without worrying about the speed. I was expecting somewhat more with the camera, but what i got is also satisfying.","['You', 'you', 'the speed', 'I', 'the camera', 'what', 'i']"
334,Good phone,['Good phone']
335,"It's an awesome mobile. Picture quality is too good, sound is just perfect very easy to operate. No hang problem....","['It', 'an awesome mobile', 'Picture quality', 'sound', 'No hang problem']"
336,"Picture quality is bad,sound quality is very bad and battery life is good.","['Picture quality', 'sound quality', 'battery life']"
337,Bought this mobile. Felt like cheated. Could not hear the ring tone. If anyone calls the lights r just on and no sound. The option to increase the ring tone volume doesn't work. Did lot of things but it just doesn't work.,"['this mobile', 'the ring tone', 'anyone', 'the lights', 'no sound', 'The option', 'the ring tone volume', 'lot', 'things', 'it']"
338,I like this fone and i recommend every one who wanna a best fone in this range go for it,"['I', 'this fone', 'i', 'every one', 'who', 'a best fone', 'this range', 'it']"
339,Good product,['Good product']
340,Camera clarity is awesome.battery backup is good,['Camera clarity']
